Date,Total,Desktop,Android,Desktop/nightly,Desktop/aurora,Desktop/beta,Desktop/release,Android/nightly,Android/aurora,Android/beta,Android/release
2016-03-11,102332995,97028706,5304289,37366,100831,2041258,94849251,1319,1895,139124,5161951
2016-03-12,78987693,73606215,5381478,31716,75294,1736678,71762527,1288,1900,138911,5239379
2016-03-13,78318625,72703853,5614772,31566,74352,1435479,71162456,1328,1895,139950,5471599
2016-03-14,109922765,104124199,5798566,38620,106521,2222058,101757000,1312,1964,136058,5659232
2016-03-15,109710506,103798331,5912175,38834,107044,2206895,101445558,1325,2008,136990,5771852
2016-03-16,108376755,102390320,5986435,38570,106981,2197876,100046893,1262,1951,137793,5845429
2016-03-17,106210905,100223565,5987340,37666,104985,2132490,97948424,1353,1921,137972,5846094
2016-03-18,101060211,95035037,6025174,36456,100168,2017930,92880483,1290,1954,138334,5883596
2016-03-19,77699354,71620939,6078415,31025,74938,1678784,69836192,1328,1976,138939,5936172
2016-03-20,78023192,71888855,6134337,31192,73865,1396491,70387307,1308,1980,139597,5991452
2016-03-21,107744205,101548243,6195962,37996,103601,2170617,99236029,1375,1964,136645,6055978
2016-03-22,107728415,101480035,6248380,38008,105560,2133538,99202929,1333,1994,138454,6106599
2016-03-23,105356461,99139266,6217195,37013,107043,2001440,96993770,1309,1873,137728,6076285
2016-03-24,99478437,93281873,6196564,35624,98152,1737809,91410288,1261,1944,138004,6055355
2016-03-25,87016153,80797699,6218454,32452,85028,1499504,79180715,1270,1974,138174,6077036
2016-03-26,74425605,68302453,6123152,29182,71255,1522151,66679865,1327,1924,136822,5983079
2016-03-27,71351814,65190479,6161335,28795,69074,1311893,63780717,1288,1939,137773,6020335
2016-03-28,96706456,90323693,6382763,32637,86275,2035829,88168952,1139,1550,142769,6237305
2016-03-29,108278026,101822514,6455512,34842,97519,2061061,99629092,1117,1514,138200,6314681
2016-03-30,107898556,101464126,6434430,34513,97645,2057069,99274899,1095,1465,138251,6293619
2016-03-31,106967791,100518970,6448821,34432,96843,2024970,98362725,1081,1521,138423,6307796
2016-04-01,101553667,95125463,6428204,33108,92538,1888302,93111515,1115,1540,139605,6285944
2016-04-02,78148472,71777958,6370514,28262,69481,1660101,70020114,1063,1594,139513,6228344
2016-04-03,78002877,71610325,6392552,28537,68623,1404113,70109052,1136,1650,140241,6249525
2016-04-04,109289687,102789041,6500646,35038,98773,2073540,100581690,1205,1640,131375,6366426
2016-04-05,110191081,103587443,6603638,35151,101098,2089951,101361243,1174,1739,135186,6465539
2016-04-06,109438603,102863331,6575272,34879,100901,2103087,100624464,1237,1672,135326,6437037
2016-04-07,108521633,101959447,6562186,34802,100707,2088588,99735350,1181,1722,135957,6423326
2016-04-08,102570717,96046799,6523918,33148,95202,1866730,94051719,1130,1693,136988,6384107
2016-04-09,79232718,72768778,6463940,28062,70668,1666508,71003540,1129,1763,135836,6325212
2016-04-10,79832275,73335774,6496501,28855,71000,1441374,71794545,1188,1774,136987,6356552
2016-04-11,110838641,104273426,6565215,35127,101005,2146202,101991092,1136,1768,138530,6423781
2016-04-12,110996582,104327486,6669096,35075,102646,2150772,102038993,1129,1820,139246,6526901
2016-04-13,109362585,102789875,6572710,34433,101720,2111655,100542067,1185,1764,140690,6429071
2016-04-14,107266019,100738514,6527505,33705,99837,1942377,98662595,1182,1814,140313,6384196
2016-04-15,102260711,95757611,6503100,32600,95974,1898974,93730063,1180,1803,140252,6359865
2016-04-16,78423375,71991336,6432039,27584,70649,1711711,70181392,1147,1844,139746,6289302
2016-04-17,78997037,72507894,6489143,28051,70186,1448671,70960986,1155,1869,141415,6344704
2016-04-18,111262808,104679573,6583235,34572,101710,2159185,102384106,1228,1798,132936,6447273
2016-04-19,110569129,103973890,6595239,34401,102298,2134220,101702971,1187,1887,134301,6457864
2016-04-20,109474684,102879198,6595486,34016,101947,2145813,100597422,1159,1894,136783,6455650
2016-04-21,105687863,99106669,6581194,33320,99579,1990836,96982934,1195,1853,137046,6441100
2016-04-22,102008070,95436256,6571814,32452,96229,1888912,93418663,1149,1868,137790,6431007
2016-04-23,79148955,72624972,6523983,27830,71066,1626360,70899716,1116,1891,138363,6382613
2016-04-24,79825294,73237686,6587608,28156,70828,1376451,71762251,1170,1992,139991,6444455
2016-04-25,111813904,105126381,6687523,34411,101514,2155380,102835076,1175,1930,141958,6542460
2016-04-26,112626109,105878057,6748052,34358,103647,2150408,103589644,1200,1890,143328,6601634
2016-04-27,110838317,104077125,6761192,34018,104390,2135328,101803389,1242,1852,144364,6613734
2016-04-28,108920410,102234461,6685949,33759,101345,2104307,99995050,1210,1910,141674,6541155
2016-04-29,101501717,94879336,6622381,32005,95062,1923726,92828543,1188,1852,140855,6478486
2016-04-30,77160465,70637892,6522573,27065,69989,1645220,68895618,1154,1933,140488,6378998
2016-05-01,76064799,69520943,6543856,27163,68346,1299356,68126078,1190,1911,141138,6399617
2016-05-02,103032840,96365318,6667522,32329,94034,2029054,94209901,1191,1934,140327,6524070
2016-05-03,102377226,95873961,6503265,33246,99350,2133668,93607697,1242,1940,141842,6358241
2016-05-04,103629584,97113996,6515588,33513,99676,2107947,94872860,1258,1907,142515,6369908
2016-05-05,95169512,88733640,6435872,31555,91568,1819584,86790933,1286,1965,141930,6290691
2016-05-06,93778857,87385081,6393776,30945,91310,1744600,85518226,1215,1990,141271,6249300
2016-05-07,73179211,66894360,6284851,26611,69349,1602977,65195423,1139,1946,140554,6141212
2016-05-08,73572461,67219060,6353401,27095,69266,1347044,65775655,1168,1957,141689,6208587
2016-05-09,104783939,98308576,6475363,28474,86506,2066029,96127567,956,1262,138953,6334192
2016-05-10,107428604,100900131,6528473,29484,90319,2108883,98671445,1001,1386,140515,6385571
2016-05-11,106606176,100090462,6515714,29643,91638,1883969,98085212,985,1424,141813,6371492
2016-05-12,105298924,98777683,6521241,29489,91644,1864425,96792125,1063,1399,143718,6375061
2016-05-13,99733282,93239498,6493784,28442,87935,1741285,91381836,1000,1428,143012,6348344
2016-05-14,75324234,68910730,6413504,23892,64011,1462919,67359908,1003,1410,141581,6269510
2016-05-15,74760813,68340169,6420644,24200,63710,1250543,67001716,1013,1470,142180,6275981
2016-05-16,103569228,96985605,6583623,29368,88737,1932858,94934642,1046,1515,144557,6436505
2016-05-17,108491136,101882157,6608979,30468,95211,1995177,99761301,1073,1494,145690,6460722
2016-05-18,107229955,100645266,6584689,30291,95844,1995775,98523356,1074,1549,142512,6439554
2016-05-19,105800704,99217174,6583530,29681,94788,1957959,97134746,1070,1570,143684,6437206
2016-05-20,99799111,93264012,6535099,28722,90428,1824527,91320335,1030,1531,142208,6390330
2016-05-21,74384409,67965294,6419115,24101,65118,1517669,66358406,999,1542,140853,6275721
2016-05-22,75337560,68841924,6495636,24562,65381,1252202,67499779,1028,1560,142550,6350498
2016-05-23,109122958,102475182,6647776,30616,96265,2006693,100341608,1055,1612,141862,6503247
2016-05-24,108270920,101601355,6669565,30978,97327,2043384,99429666,1095,1659,143578,6523233
2016-05-25,105484171,98927549,6556622,30528,95538,2018502,96782981,1064,1634,144822,6409102
2016-05-26,99383690,92860318,6523372,29575,91954,1972585,90766204,1061,1619,143844,6376848
2016-05-27,94999986,88969569,6030417,28724,88577,1814068,87038200,1048,1540,134808,5893021
2016-05-28,72232495,66375649,5856846,23879,64750,1538363,64748657,992,1479,132606,5721769
2016-05-29,73596876,67702330,5894546,24666,66083,1293164,66318417,978,1526,133215,5758827
2016-05-30,102606775,96468756,6138019,30113,91690,2024122,94322831,1026,1606,131273,6004114
2016-05-31,107726746,101407693,6319053,30916,97285,2049233,99230259,1086,1555,135518,6180894
2016-06-01,106159332,99872128,6287204,30755,97096,2017308,97726969,1086,1590,137009,6147519
2016-06-02,103618027,97517160,6100867,30215,95931,1983776,95407238,1041,1583,136443,5961800
2016-06-03,98290142,92140730,6149412,28891,91248,1834743,90185848,1030,1604,136778,6010000
2016-06-04,73319743,67371646,5948097,24079,66224,1508149,65773194,1007,1549,132597,5812944
2016-06-05,74449339,68478829,5970510,24732,66489,1288254,67099354,1027,1562,133381,5834540
2016-06-06,106195651,100158677,6036974,30510,95987,2007723,98024457,1008,1631,129982,5904353
2016-06-07,103985973,98075380,5910593,30761,97540,2020140,95926939,1105,1578,131387,5776523
2016-06-08,103574578,97421959,6152619,30710,97180,2033429,95260640,1153,1574,134383,6015509
2016-06-09,101363253,95169784,6193469,30021,96105,1995630,93048028,1114,1567,134974,6055814
2016-06-10,95130096,89107642,6022454,28947,91207,1848112,87139376,1103,1648,127503,5892200
2016-06-11,72815741,66950893,5864848,24329,67115,1540129,65319320,1048,1616,124838,5737346
2016-06-12,74584476,68608133,5976343,24957,68583,1312499,67202094,1051,1701,127955,5845636
2016-06-13,104734131,98659776,6074355,30544,98533,2076038,96454661,1081,1639,126893,5944742
2016-06-14,105369330,99259751,6109579,30793,98956,2061730,97068272,1061,1617,128809,5978092
2016-06-15,103836772,97730628,6106144,30419,98204,2010950,95591055,1075,1626,128955,5974488
2016-06-16,101527418,95428387,6099031,29806,96261,1977751,93324569,1076,1664,129734,5966557
2016-06-17,96355615,90144686,6210929,28974,91305,1854578,88169829,1109,1680,132470,6075670
2016-06-18,72272683,66291815,5980868,24307,66261,1572040,64629207,1102,1710,128885,5849171
2016-06-19,72535391,66521871,6013520,24971,65935,1307480,65123485,1045,1706,128854,5881915
2016-06-20,104152426,98026150,6126276,30698,96430,2059528,95839494,1122,1636,125312,5998206
2016-06-21,103473626,97301259,6172367,30890,97264,2044786,95128319,1081,1658,127014,6042614
2016-06-22,101966912,95798973,6167939,30771,96147,2030860,93641195,1061,1667,127858,6037353
2016-06-23,100338937,94043738,6295199,30281,94899,1975357,91943201,1129,1701,132604,6159765
2016-06-24,93669192,87522030,6147162,28929,88445,1864149,85540507,1118,1653,129544,6014847
2016-06-25,71764185,65718823,6045362,24008,64960,1558260,64071595,1143,1634,130302,5912283
2016-06-26,72275012,66181124,6093888,24989,65228,1295351,64795556,1114,1744,129192,5961838
2016-06-27,103738778,97488706,6250072,28569,87275,2055509,95317353,1013,1587,132877,6114595
2016-06-28,103161975,96955917,6206058,28974,88984,1907554,94930405,1015,1374,125579,6078090
2016-06-29,101969401,95755735,6213666,28794,88255,1903499,93735187,1003,1406,126650,6084607
2016-06-30,99846378,93701040,6145338,28621,87880,1878439,91706100,1062,1410,129536,6013330
2016-07-01,92632861,86577197,6055664,27166,81876,1704646,84763509,992,1433,128934,5924305
2016-07-02,70081123,64120806,5960317,22710,58849,1442919,62596328,1012,1444,126876,5830985
2016-07-03,69807105,63819255,5987850,23082,59234,1157924,62579015,1048,1455,126757,5858590
2016-07-04,94210716,88131103,6079613,27455,82322,1624748,86396578,1063,1472,128590,5948488
2016-07-05,96714830,90585883,6128947,28180,85767,1551828,88920108,1090,1456,118364,6008037
2016-07-06,93997486,87848221,6149265,27512,83279,1339111,86398319,1069,1439,119748,6027009
2016-07-07,93697854,87567158,6130696,27247,84312,1374998,86080601,1065,1491,121115,6007025
2016-07-08,90432573,84362444,6070129,26842,81593,1475932,82778077,1047,1478,121115,5946489
2016-07-09,68839564,62805898,6033666,22416,59029,1278505,61445948,1008,1458,124744,5906456
2016-07-10,69250086,63081963,6168123,23027,59259,1124138,61875539,1066,1594,126875,6038588
2016-07-11,99801188,93588938,6212250,28390,88314,1845459,91626775,1078,1519,127726,6081927
2016-07-12,99997408,93679684,6317724,28858,89629,1868723,91692474,1084,1619,131304,6183717
2016-07-13,98603454,92312789,6290665,28789,89108,1884960,90309932,1082,1564,131540,6156479
2016-07-14,96678896,90197903,6480993,28288,87080,1858217,88224318,1142,1595,135865,6342391
2016-07-15,92205477,85735566,6469911,27153,82838,1734953,83890622,1120,1604,137323,6329864
2016-07-16,69516081,63353195,6162886,22819,59845,1470999,61799532,1103,1610,132920,6027253
2016-07-17,69072404,62960298,6112106,23174,59866,1199694,61677564,1059,1709,132240,5977098
2016-07-18,98508485,92260564,6247921,28701,87756,1920580,90223527,1111,1646,134411,6110753
2016-07-19,97873500,91586689,6286811,28666,88909,1886363,89582751,1139,1626,135777,6148269
2016-07-20,97072495,90700134,6372361,28563,88906,1912798,88669867,1087,1679,141373,6228222
2016-07-21,97425322,90827457,6597865,28511,88743,1858622,88851581,1109,1661,142163,6452932
2016-07-22,92372548,85695859,6676689,27521,84262,1730626,83853450,1143,1674,143771,6530101
2016-07-23,69634041,63462997,6171044,22726,60744,1454664,61924863,1073,1664,136719,6031588
2016-07-24,69361785,63136412,6225373,23238,60774,1212568,61839832,1113,1707,136169,6086384
2016-07-25,96781852,90574757,6207095,28903,88757,1950313,88506784,1132,1688,134025,6070250
2016-07-26,96309715,90190904,6118811,29077,90188,1941315,88130324,1126,1650,133644,5982391
2016-07-27,95441096,89358845,6082251,28910,89481,1950144,87290310,1057,1703,135194,5944297
2016-07-28,94986018,88730736,6255282,28634,89114,1876392,86736596,1101,1744,138302,6114135
2016-07-29,90027987,83793245,6234742,27489,84425,1737308,81944023,1122,1683,137843,6094094
2016-07-30,67686593,61726119,5960474,22635,60901,1431061,60211522,1102,1719,133232,5824421
2016-07-31,68803520,62786947,6016573,23619,61420,1210522,61491386,1065,1698,134126,5879684
2016-08-01,96697147,90561520,6135627,28828,88804,1931014,88512874,1122,1740,137874,5994891
2016-08-02,96713555,90545913,6167642,28940,90006,1906583,88520384,1156,1728,139126,6025632
2016-08-03,95663527,89759123,5904404,28810,89620,1876160,87764533,1202,1721,140808,5760673
2016-08-04,93763751,88010615,5753136,28513,88618,1850992,86042492,1100,1676,133532,5616828
2016-08-05,89151246,83351076,5800170,27352,84707,1711996,81527021,1115,1660,132583,5664812
2016-08-06,67837622,62091282,5746340,22924,61709,1443245,60563404,1103,1770,131199,5612268
2016-08-07,67114280,61293942,5820338,23145,61304,1178551,60030942,1178,1756,131765,5685639
2016-08-08,95905436,89871012,6034424,23580,89081,1867029,87891322,1158,1799,136815,5894652
2016-08-09,96514676,90243636,6271040,24315,66576,1875348,88277397,870,995,142995,6126180
2016-08-10,94877014,88768859,6108155,24532,69853,1504867,87169607,869,1019,140371,5965896
2016-08-11,92745611,86640717,6104894,24438,70850,1516340,85029089,924,1152,141974,5960844
2016-08-12,87466436,81388131,6078305,23321,68778,1415725,79880307,842,1163,143748,5932552
2016-08-13,66328561,60393510,5935051,19443,49995,1192261,59131811,905,1173,140803,5792170
2016-08-14,65676997,59702668,5974329,19768,50135,992816,58639949,872,1229,140122,5832106
2016-08-15,87777277,81673607,6103670,23800,68768,1368757,80212282,870,1265,140955,5960580
2016-08-16,94907568,88718319,6189249,25179,77201,1677763,86938176,931,1279,142875,6044164
2016-08-17,94082522,87632346,6450176,25141,77843,1575061,85954301,913,1356,150081,6297826
2016-08-18,93419471,87138021,6281450,25351,77918,1585736,85449016,946,1375,145540,6133589
2016-08-19,89106548,82907199,6199349,24696,75432,1574763,81232308,954,1298,143384,6053713
2016-08-20,68835078,62730664,6104414,20702,54958,1353021,61301983,915,1395,141276,5960828
2016-08-21,69573445,63416129,6157316,21397,55918,1101836,62236978,937,1405,142538,6012436
2016-08-22,98573478,92355029,6218449,26568,82524,1809951,90435986,996,1403,138328,6077722
2016-08-23,63249110,57000084,6249026,26462,83555,1802578,55087489,1010,1399,139867,6106750
2016-08-24,79792890,73361926,6430964,26445,83524,1811189,71440768,1005,1471,147339,6281149
2016-08-25,82947371,77439243,5508128,26223,83154,1669562,75660304,1008,1447,143835,5361838
2016-08-26,80841665,75275020,5566645,25158,79658,1654564,73515640,989,1483,144913,5419260
2016-08-27,61288780,55806756,5482024,21136,57192,1413786,54314642,984,1434,143458,5336148
2016-08-28,62798205,57310181,5488024,21843,58436,1160973,56068929,940,1464,142843,5342777
2016-08-29,92291332,86666801,5624531,27051,85849,1893918,84659983,1010,1426,147251,5474844
2016-08-30,94688227,88866366,5821861,28186,87552,1860048,86890580,1035,1546,144468,5674812
2016-08-31,95039263,89321658,5717605,28743,88145,1853524,87351246,1076,1511,142904,5572114
2016-09-01,94476116,88780947,5695169,28979,87802,1823906,86840260,1069,1555,146465,5546080
2016-09-02,89772118,84011904,5760214,27954,82907,1658605,82242438,1057,1561,148041,5609555
2016-09-03,67609180,61999019,5610161,23265,59928,1437562,60478264,1014,1560,143711,5463876
2016-09-04,68502502,62831268,5671234,23878,60707,1173963,61572720,1003,1556,144842,5523833
2016-09-05,94348629,88580386,5768243,28889,84644,1729774,86737079,985,1557,147463,5618238
2016-09-06,99810840,93898094,5912746,30104,90769,1897736,91879485,1041,1644,147001,5763060
2016-09-07,97820572,91893452,5927120,30202,89903,1880711,89892636,1093,1660,151030,5773337
2016-09-08,98322866,92492917,5829949,30149,90205,1822793,90549770,1034,1602,147475,5679838
2016-09-09,93763761,87815262,5948499,28807,86215,1682567,86017673,1063,1574,149969,5795893
2016-09-10,70136971,64310302,5826669,24225,61506,1373004,62851567,1050,1607,148383,5675629
2016-09-11,70022611,64222741,5799870,24607,61615,1060262,63076257,1035,1636,146669,5650530
2016-09-12,97846648,91971031,5875617,29333,86862,1473133,90381703,1078,1559,143620,5729360
2016-09-13,100270988,94305449,5965539,30005,89742,1623974,92561728,1048,1677,147298,5815516
2016-09-14,99729378,93779961,5949417,29964,89239,1759553,91901205,1101,1635,147680,5799001
2016-09-15,86183636,80213718,5969918,29822,87812,1712588,78383496,1091,1654,149184,5817989
2016-09-16,81785256,75909181,5876075,28508,82922,1642357,74155394,1065,1606,146973,5726431
2016-09-17,64285553,58347046,5938507,24895,63329,1431217,56827605,1064,1677,150389,5785377
2016-09-18,66069711,60056974,6012737,25655,64456,1211348,58755515,1088,1678,152703,5857268
2016-09-19,93264210,87249691,6014519,31050,92219,1930484,85195938,1048,1668,152736,5859067
2016-09-20,93824892,87682140,6142752,31564,93840,1888857,85667879,1073,1663,148643,5991373
2016-09-21,95174350,88785018,6389332,31753,94567,1965141,86693557,1128,1710,155925,6230569
2016-09-22,92795521,86657044,6138477,31159,91683,1892688,84641514,1080,1798,151375,5984224
2016-09-23,88188960,81998711,6190249,29881,87273,1768643,80112914,1137,1648,153441,6034023
2016-09-24,66714051,60631236,6082815,25092,63718,1521973,59020453,1066,1787,151264,5928698
2016-09-25,67341953,61246065,6095888,25549,64117,1261579,59894820,1093,1781,151695,5941319
2016-09-26,97492978,91332776,6160202,31822,94567,1911454,89294933,1080,1793,148554,6008775
2016-09-27,97149668,90930228,6219440,31598,95091,1899631,88903908,1052,1867,151990,6064531
2016-09-28,96183840,89975304,6208536,31685,94148,1906029,87943442,1106,3465,151960,6052005
2016-09-29,95597398,89399306,6198092,31422,93451,1879623,87394810,1170,4201,153614,6039107
2016-09-30,90364873,84192636,6172237,30200,88679,1695898,82377859,1055,3845,153477,6013860
2016-10-01,67495030,61381308,6113722,25348,63239,1469214,59823507,1031,3842,153649,5955200
2016-10-02,67478475,61298097,6180378,25159,63251,1197631,60012056,1081,4081,155286,6019930
2016-10-03,94770185,88523589,6246596,28746,76448,1615093,86803302,889,3725,140055,6101927
2016-10-04,97491990,91217884,6274106,29081,81094,1670188,89437521,937,3938,142159,6127072
2016-10-05,96666388,90411008,6255380,29243,82310,1697832,88601623,956,3925,143531,6106968
2016-10-06,96035249,89759586,6275663,28774,82556,1675092,87973164,964,3938,148406,6122355
2016-10-07,90883216,84630244,6252972,27538,78820,1554468,82969418,931,4006,147455,6100580
2016-10-08,69836711,63686936,6149775,23301,57894,1286734,62319007,960,4112,145379,5999324
2016-10-09,70175956,63980689,6195267,23848,58207,1082828,62815806,964,4289,147019,6042995
2016-10-10,97690763,91408468,6282295,28878,82912,1650962,89645716,940,4289,150088,6126978
2016-10-11,97652969,91342270,6310699,28768,85176,1456654,89771672,981,4377,152555,6152786
2016-10-12,95047626,88732508,6315118,28963,84281,1591122,87028142,976,4653,155043,6154446
2016-10-13,99207666,92671486,6536180,29457,87139,1757628,90797262,999,4703,159708,6370770
2016-10-14,93515539,87128407,6387132,27880,83070,1643351,85374106,989,4554,156335,6225254
2016-10-15,70573257,64304632,6268625,23318,61106,1386764,62833444,932,4665,154406,6108622
2016-10-16,70778786,64482742,6296044,23253,61855,1151662,63245972,958,4763,155702,6134621
2016-10-17,101910822,95296254,6614568,29311,91172,1871795,93303976,997,4865,163504,6445202
2016-10-18,100873216,95017128,5856088,29464,91960,1819174,93076530,966,4965,146349,5703808
2016-10-19,99708913,93869654,5839259,29912,91930,1806258,91941554,988,4928,150249,5683094
2016-10-20,101480376,94842893,6637483,29761,92356,1820377,92900399,1085,5605,169092,6461701
2016-10-21,95638175,89012053,6626122,28985,88017,1682509,87212542,1101,5742,166586,6452693
2016-10-22,72538292,66032912,6505380,23596,64346,1409903,64535067,1122,5866,166056,6332336
2016-10-23,72878171,66289838,6588333,24044,64824,1167113,65033857,1089,6063,168403,6412778
2016-10-24,104001703,97303607,6698096,29905,93867,1865686,95314149,1102,6021,172446,6518527
2016-10-25,103977510,97186106,6791404,30156,95147,1892137,95168666,1074,6291,176328,6607711
2016-10-26,102497130,95736389,6760741,29828,92887,1828123,93785551,1129,6254,176906,6576452
2016-10-27,101078589,94343540,6735049,29551,90583,1746880,92476526,1072,6292,176739,6550946
2016-10-28,94884503,88172390,6712113,28378,86270,1566941,86490801,1095,6272,177200,6527546
2016-10-29,71670409,65063021,6607388,23647,62051,1257841,63719482,1148,6565,175326,6424349
2016-10-30,72524626,65802597,6722029,24493,62850,1078844,64636410,1082,7006,177898,6536043
2016-10-31,98169386,91406457,6762929,29276,87047,1594331,89695803,1110,7109,174030,6580680
2016-11-01,96125497,89240582,6884915,29227,85689,1613025,87512641,1121,7361,177557,6698876
2016-11-02,101659291,94776932,6882359,30463,91012,1722706,92932751,1110,7525,178269,6695455
2016-11-03,103160438,96250798,6909640,30381,90704,1706397,94423316,1122,7566,180889,6720063
2016-11-04,97286092,90412849,6873243,29159,86314,1568813,88728563,1144,7661,181016,6683422
2016-11-05,75952479,69126573,6825906,24895,63669,1346172,67691837,1151,7762,183435,6633558
2016-11-06,76891752,69975387,6916365,25394,63502,1117024,68769467,1100,7953,183322,6723990
2016-11-07,108540116,101592476,6947640,31428,92581,1787009,99681458,1134,7674,177528,6761304
2016-11-08,107440461,100422831,7017630,31480,93326,1775218,98522807,1132,7867,180419,6828212
2016-11-09,107415745,100362695,7053050,31440,92673,1750337,98488245,1109,7912,181746,6862283
2016-11-10,105472831,98460318,7012513,31065,91459,1693775,96644019,1134,7912,181395,6822072
2016-11-11,96582207,89583121,6999086,29492,84764,1550051,87918814,1137,8241,181874,6807834
2016-11-12,76010360,69135859,6874501,25385,63036,1296644,67750794,1244,8213,178329,6686715
2016-11-13,76771989,69802249,6969740,25851,63869,1093623,68618906,1255,8378,180909,6779198
2016-11-14,107989326,100962979,7026347,31768,93693,1670218,99167300,1283,8344,176114,6840606
2016-11-15,103385541,96297066,7088475,31852,95563,1730771,94438880,1373,8258,178313,6900531
2016-11-16,104243206,97139957,7103249,32042,96622,1728333,95282960,1394,8426,178908,6914521
2016-11-17,102749589,95659473,7090116,31591,95533,1689324,93843025,1418,8638,178942,6901118
2016-11-18,98002026,90898550,7103476,30672,90899,1570753,89206226,1357,8645,189608,6903866
2016-11-19,75116829,68056686,7060143,25744,67356,1323821,66639765,1390,8696,195539,6854518
2016-11-20,74773655,67643929,7129726,25956,66257,1058733,66492983,1419,8765,197021,6922521
2016-11-21,105896825,98689057,7207768,26122,4838,1764080,96894017,1115,472,190355,7015826
2016-11-22,105352810,98115834,7236976,26766,34762,1747727,96306579,1125,4352,191197,7040302
2016-11-23,102696327,95511571,7184756,26665,58750,1723071,93703085,1210,5830,191162,6986554
2016-11-24,97517978,90351303,7166675,26040,63615,1540248,88721400,1117,6360,189542,6969656
2016-11-25,94498970,87312978,7185992,25658,63923,1438931,85784466,1286,6683,188883,6989140
2016-11-26,74409465,67333497,7075968,22045,50296,1232382,66028774,1124,6999,186535,6881310
2016-11-27,75260920,68086567,7174353,22993,52414,1028507,66982653,1221,7399,187982,6977751
2016-11-28,106593562,99316555,7277007,28480,76991,1648340,97562744,1175,7286,190516,7078030
2016-11-29,106720215,99418563,7301652,28715,79776,1679709,97630363,1199,7555,171752,7121146
2016-11-30,105441729,98135970,7305759,28824,81651,1629077,96396418,1287,7787,173832,7122853
2016-12-01,103836177,96866005,6970172,28585,82369,1628374,95126677,1312,7788,175779,6785293
2016-12-02,98429972,91511480,6918492,27528,79540,1495664,89908748,1507,8093,175769,6733123
2016-12-03,75036551,68204107,6832444,23484,57551,1273362,66849710,1256,8127,173358,6649703
2016-12-04,75148380,68239145,6909235,23694,58821,1048225,67108405,1323,8648,176665,6722599
2016-12-05,106614900,99626493,6988407,29299,86137,1709243,97801814,1305,8300,179625,6799177
2016-12-06,104840288,97830100,7010188,29304,86926,1647747,96066123,1191,8433,181402,6819162
2016-12-07,104631868,97616981,7014887,29216,87655,1676075,95824035,1235,8495,182390,6822767
2016-12-08,100302403,93304267,6998136,28793,84188,1627594,91563692,1276,8411,182549,6805900
2016-12-09,97461117,90465888,6995229,27938,82375,1506920,88848655,1337,8498,183216,6802178
2016-12-10,74771140,67838391,6932749,23618,60201,1248791,66505781,1268,8464,181211,6741806
2016-12-11,74979226,67944620,7034606,23977,60057,1029362,66831224,1175,8704,183958,6840769
2016-12-12,103917107,96816933,7100174,28540,86687,1422297,95279409,1258,8627,186581,6903708
2016-12-13,105521511,98383444,7138067,29515,89349,1615015,96649565,1280,8672,187834,6940281
2016-12-14,104706924,97514977,7191947,29593,89858,1644255,95751271,1342,8892,183933,6997780
2016-12-15,101760844,94584950,7175894,29191,89890,1613990,92851879,1323,8726,184432,6981413
2016-12-16,95570463,88465754,7104709,27935,84573,1481489,86871757,1236,8659,182141,6912673
2016-12-17,72885856,65841361,7044495,23844,61451,1224380,64531686,1152,8831,181161,6853351
2016-12-18,72831937,65707198,7124739,24086,61686,1040278,64581148,1264,8908,183553,6931014
2016-12-19,102344695,95062076,7282619,29512,89543,1668225,93274796,1366,9044,179705,7092504
2016-12-20,100718811,93501316,7217495,29188,90725,1640688,91740715,1385,8964,179990,7027156
2016-12-21,98466451,91233723,7232728,28861,88695,1614820,89501347,1308,9170,181156,7041094
2016-12-22,95088652,87879839,7208813,28419,86433,1555114,86209873,1399,8901,180747,7017766
2016-12-23,85625491,78466269,7159222,26614,76358,1398707,76964590,1343,8967,178512,6970400
2016-12-24,63913051,56918181,6994870,21601,56099,1139443,55701038,1287,9044,175341,6809198
2016-12-25,60604575,53579451,7025124,20964,53466,879212,52625809,1331,8873,175929,6838991
2016-12-26,78861816,71579042,7282774,24648,68468,1350682,70135244,1416,9301,182533,7089524
2016-12-27,89723272,82361435,7361837,26642,76605,1503698,80754490,1330,9448,167838,7183221
2016-12-28,90065205,82717100,7348105,26917,77586,1517430,81095167,1367,9396,169092,7168250
2016-12-29,88585819,81241778,7344041,26983,76135,1440128,79698532,1338,9599,170479,7162625
2016-12-30,83024282,75738288,7285994,25656,70580,1310247,74331805,1334,9321,169600,7105739
2016-12-31,64434656,57344971,7089685,21238,52579,1098413,56172741,1332,9454,166718,6912181
2017-01-01,64204063,57061678,7142385,22083,50880,881346,56107369,1312,9450,167274,6964349
2017-01-02,85734213,78311973,7422240,26266,69803,1374432,76841472,1392,9733,174769,7236346
2017-01-03,96946869,89462016,7484853,28627,81934,1577609,87773846,1406,9702,178230,7295515
2017-01-04,98499353,90959726,7539627,29150,84455,1590304,89255817,1554,9667,179714,7348692
2017-01-05,97377847,89887252,7490595,29005,85309,1563781,88209157,1504,9776,179811,7299504
2017-01-06,90370754,82886298,7484456,27826,80060,1455779,81322633,1473,9742,180822,7292419
2017-01-07,75278778,67830250,7448528,25006,61341,1248266,66495637,1381,9832,180538,7256777
